x,y
3.2369474852460898,5.709298460269439
2.6849541699645294,6.435994952643249
6.6340938856366725,7.734306458085823
7.019822863291322,7.020829297647022
6.307276625818993,6.911949155930246
6.973655708302606,7.772311317411565
5.155216565918666,6.7837024380042035
8.436883871936509,3.4398418564849957
2.146204516503329,0.6282309132841573
1.4072443973521165,0.9396069427198948
3.232619808385714,5.476059424410413
1.946028803410127,2.2388063823716506
6.458347560627499,6.128741707682008
2.25297692385589,3.0766255965261786
2.0421611469587186,3.7242694787397
2.180285273505935,1.947887858963683
3.189319778045887,5.964833323385604
7.9238678960802,3.281198205469259
1.3643831471351524,1.011387409065296
8.35349109528632,3.6060286359190847
1.4340544779747688,1.6487700694908245
7.179220814019713,7.687883688761859
2.5473989810302315,5.242916397469924
7.345322530616622,7.129385286586412
8.399623357485217,3.794895948126419
2.1753449952421136,2.242513746647883
7.076576356223425,7.508036636729084
7.289404432256591,8.313757068790647
2.207284193945203,2.1827386905259223
6.014741813697525,6.455528318686388
2.543714724538489,6.03317906992149
5.144321134124892,7.764054796345723
2.7216996657471655,2.651896083381339
2.2531452175333437,1.548416171776413
2.51019214440519,6.149785937513955
7.691968859312111,3.091518404100264
1.2563874003917266,2.331514701444627
7.039007438602086,7.765934062929664
2.1498656208911426,1.1279828549016084
8.801351862274903,7.041452903810142
8.758135870222693,3.737661436424432
7.893750433475092,3.4118220445392033
6.827979855139839,6.809093501176631
2.4379671434355044,1.3999897105086023
7.497671977742444,7.310984318040227
8.03190028793267,2.543879756675928
3.034525831319061,1.6372108472084468
7.130736735133955,6.471231947352674
7.660245516519628,3.057311897570426
3.1649301906759963,6.539605635720877
6.831772221289306,6.737625434715282
7.987040804805327,2.7979389527559033
3.1818057512050375,5.366978362426914
3.4517631647096034,6.958042090272644
0.9145355982537071,2.047994082364219
1.9261200804850644,6.8943737753289565
6.598436595183834,6.617198741131726
5.815274759199626,8.07068522362243
7.009750504339062,6.983112439022998
2.8257250960646485,6.680099665668049
6.103699453252602,8.228355927389055
2.231884401982495,2.6828815889856514
7.11960580668956,6.871211664553124
3.084206942198329,6.360107183841125
1.451722695364634,1.7745569386560271
4.1400308818999045,5.033928979249576
2.38706722263067,5.032040188324965
2.4657185904202383,4.736582529534837
1.166087551958146,2.4595875260436806
8.48038213326216,1.8710988901672438
8.317417147532524,7.941794032308485
2.6743632904710255,2.288946648855549
8.171476599776106,2.6451397772402094
1.964989627954111,6.80062783024485
8.610624445704474,3.128339404016846
1.00924048056471,1.7055482740642487
1.8282283187979906,1.4723846849497573
9.485509337908843,3.7227256823858026
1.8462296785137418,2.2499788000582224
6.986340960951873,2.0147753579364114
6.618556639233735,7.279395280046449
6.39914955387315,7.490216915586294
1.8839006388439432,5.580437483932359
7.415170880577868,6.783317492480207
3.335285878022474,6.233563473700864
8.629719912803276,3.2151096646136264
7.670273186067174,3.1624349561503453
3.0128928654326863,7.173506118592698
6.33542077781764,8.842667445386173
7.419703492354549,2.6078732718621214
2.0868713496466027,6.468770784181027
7.147712227041833,6.932300821690725
6.821515947805401,8.052795092007882
9.493123362259386,1.6335385403342488
4.085806382865766,6.080972244005001
2.6402931578643147,5.258550534677734
