x1,x2,label
52.39151313726966,107.48305253883706,B
27.14020392290852,109.20952648428941,B
62.58584000112036,-50.368879766472126,C
-44.27334324930068,0.27252126901519286,A
61.132981346561834,-42.93497207249565,C
66.42643283198443,-37.68999830055029,C
-54.882594450521204,-1.3647130405651149,A
56.925125596840445,-59.311139928052235,C
-57.48059858296657,2.133230640166593,A
63.250652683932586,-56.675012685513806,C
48.1366287707054,111.02817625117724,B
-46.214613491707006,11.721071367720125,A
76.16313123653273,-54.88516679930291,C
62.47596726140925,-46.469886067765195,C
82.99767819922998,-38.808934524962204,C
64.41496886326631,-50.60030950453454,C
39.33390681488828,102.33617813894313,B
47.88515572017259,98.01191136199358,B
-49.92421737496536,-0.5274351935450488,A
31.333402908094968,109.22240908346262,B
69.9672231470713,-16.866719088714156,C
37.39930080496965,93.23436213787306,B
57.153917510119356,-57.15397265428388,C
80.36231346162333,-41.23061674640999,C
77.8512741634999,-48.12992419590319,C
55.11851478739737,-42.04854123617275,C
34.57477554751644,112.92318201052375,B
-23.061022212820955,-16.798965924517415,A
67.66176707762843,-32.790651157688586,C
63.46664259329662,-42.32778579858873,C
46.930240937307005,104.2497424067037,B
82.66839013284196,-55.807031833231974,C
78.00180789445318,-44.341134790159664,C
-64.29050788589143,1.2467379846860642,A
-38.101983207496076,-6.822821976723543,A
79.60487127951119,-34.745798278184964,C
37.928690552984406,100.49825369034639,B
-48.38456045305719,14.653666279049144,A
31.196213626681445,94.30958373584076,B
-54.15739006468124,1.8762713497427266,A
-48.62491801179486,17.113712248171243,A
30.72176003087231,93.31546281258491,B
-72.1531709976515,-3.8345340587990644,A
-49.10119366086374,-15.055559614544014,A
-58.08166176288324,-6.7722012810721735,A
76.63027863978773,-58.43467918489134,C
-60.078458254266025,15.044250462800564,A
65.24821375805706,-56.11988751891441,C
66.98424420782885,-32.67411695094063,C
78.88232077700523,-63.20063785571499,C
-35.194339596646216,-2.090190093774504,A
44.260129300990755,89.27169474714695,B
68.24737043579164,-64.50412565721258,C
-50.83181303240397,8.67741258536058,A
90.44433453238047,-47.44511394687432,C
71.21900603612558,-46.72049140530307,C
-31.03101017842041,-0.19700083253114478,A
-38.77909613925547,0.05098741483325918,A
87.07187293370677,-58.56500408261139,C
-41.576478968410854,-8.091556536968218,A
-61.50065544276239,12.035732261877438,A
-47.79582763952507,5.800993646652827,A
76.74433807401543,-41.19270638822233,C
70.620354814276,-67.38598550952122,C
45.55181780620849,-46.67345350890161,C
-51.17780457576965,-0.07975280981359512,A
-51.31959423111093,3.6683601680549396,A
68.29116839830537,-46.26330885186524,C
-46.88945059748051,-12.797858865277128,A
-47.5868092890538,1.243669848311382,A
-32.91846163286044,-6.697823036060191,A
52.905366311731186,95.9572620067061,B
37.397542604387574,99.86762280662685,B
57.076345000526985,-41.82937003752526,C
24.361280332875772,103.85422129536221,B
-66.58469533373275,5.8325466052652075,A
83.43592840431364,-48.36076324535855,C
63.809446365793974,-62.631119780324624,C
22.563231018818396,122.64556361733692,B
40.7351514616494,87.11706959533224,B
57.94861018225802,-39.507269642353926,C
-50.38180646663103,-10.103710241920773,A
53.883081477019545,98.63991532977796,B
-49.26356242963018,-10.686809352058864,A
-55.37270736630765,1.1221716434006581,A
-43.35128057775641,-2.777647859550376,A
-51.233717171113874,-10.814340764640713,A
69.05552172893816,-44.36191115685347,C
72.66974893242386,-51.74684191135711,C
62.95930329227487,-71.12738713805196,C
62.27134850513467,-52.48676338866807,C
54.58561283615749,105.00440490016489,B
41.229792974141056,95.35232126051609,B
-57.46678696560094,1.1250693119488264,A
-45.93201032699875,-10.015329297550618,A
69.11784487837853,-46.06692595873549,C
-57.38974254394662,5.380924670117047,A
58.672612220919945,-43.14451339317566,C
52.995594312384775,86.44034302764916,B
-50.55774205026503,12.508511482712088,A
66.76573080170544,-53.9690043100451,C
55.747902568897146,-46.71510541417325,C
64.83377726026384,-53.0936823255491,C
-56.12394764167268,37.18489726653926,A
32.34886559134286,92.71107066978902,B
32.13628110292162,103.46905137710546,B
65.86426083485257,-53.90198219026591,C
-39.51650878834991,8.073313203705576,A
53.71878941902385,104.37195369196156,B
-48.97521196327514,-13.626050592992522,A
49.848920263099615,98.7208607019331,B
59.411457499658596,-54.306985625710965,C
-55.049118602030006,-5.027669666326762,A
59.110528442556166,-60.045338883236866,C
29.647486089814628,90.79976207619448,B
59.636867382538114,-59.9245112761731,C
41.80369281131653,109.74455531821276,B
54.40402200446357,-50.64893600681612,C
48.909060902964825,115.769502064085,B
-44.87137285489185,-4.876843320505689,A
73.79689832273198,-32.04979568276872,C
-54.988891816540175,-5.170866929763478,A
-65.0505941382012,8.286990219658268,A
-47.969425667489624,12.878862519168468,A
-54.04333449756576,-12.530281215163118,A
55.910773108598875,-33.59909923121792,C
68.34398266235533,-43.87007790687761,C
76.24924435424613,-66.91605729913678,C
-61.96399143973098,-2.4786409709537933,A
-38.0581537641061,5.600851325782388,A
67.36093676243864,-45.213350098775166,C
-52.86162936444878,-2.784847322879949,A
45.66100884329949,106.31625200344973,B
60.07339831125156,-29.787581472820094,C
49.83582393241077,113.47663888802934,B
87.42651552913745,-53.994624320156966,C
70.85009780129982,-50.63147857224873,C
50.95567717501793,114.87802684269388,B
62.390279876994875,-22.12203169625362,C
36.57171773555565,113.99147055830218,B
17.755586734162655,102.86514868809192,B
33.60921546934387,83.63948421622618,B
-69.88404229178718,0.7027536851710185,A
47.5752298701741,92.37501422476582,B
-64.5065819330197,-0.21751409686724182,A
79.41374592193402,-57.5988269766641,C
39.9413831712313,99.8292663654417,B
77.3150645295542,-45.11256515516827,C
81.13777998068952,-46.8109771725921,C
-59.4315520187935,8.947890636346864,A
74.13792350188912,-69.34348261949842,C
47.48422025601834,88.17834127652205,B
-38.98105738448086,-7.309020014157298,A
-57.8914648465633,-0.38702635268736435,A
19.83423101426894,107.90248745468229,B
52.770974144638366,-45.195206578590316,C
48.232785150023346,92.47857731121374,B
22.733816162319876,111.48407453136878,B
38.03250943173322,109.38146623832372,B
45.19923816705161,98.84160865212884,B
57.90988576468865,-34.55786550028954,C
41.79173194641358,95.86302279473476,B
-53.10496589325566,-3.261105667797067,A
-49.27452041786309,21.38901534734466,A
38.056310838490695,97.63050566440329,B
8.139143989402129,97.6801653248671,B
87.91940581955801,-55.561563725208856,C
-19.362404414442654,0.3533401818297233,A
47.996844028326464,98.06100643177844,B
19.67096859972317,97.94472254074215,B
-57.88186276682261,-12.987395522990159,A
70.63501274996952,-52.53198390718813,C
34.54392903315049,107.46311628768734,B
-51.0409388168526,-7.580762100449677,A
63.857823322959284,-53.935368306302806,C
-66.60147004162708,-6.37767464229623,A
46.68181446542099,96.38707946172194,B
59.75341162315134,-54.26034964006306,C
-59.015948717603685,13.891834824593314,A
72.56010353071096,-62.35644755451518,C
38.035636231298085,97.84570136979866,B
56.366603589760075,-25.09521645455134,C
76.4676332189242,-50.24532136767057,C
50.8310464835304,-44.911916846409504,C
-41.29758971318455,-1.9170158638899204,A
-49.61394775439995,3.875664835038199,A
-31.199536360240767,-12.02761110659354,A
36.204669674842755,97.05997927635902,B
-34.66667910321744,2.6727692242691474,A
66.76665791740844,-52.802093296115046,C
-61.51644644033484,10.88646813743248,A
59.40737847489456,107.91902516885594,B
44.503455039758975,111.58807695433248,B
75.6625354500362,-40.64460528002762,C
-38.91428528571308,10.586137129319482,A
39.982297605771834,86.63181338606151,B
-41.30852340790338,-3.9578841449594506,A
-38.87508985445256,-3.7222482500373673,A
-51.03756324474847,2.268320706682005,A
-50.913556393364836,7.041747960472955,A
-70.8725513677596,3.274608445244551,A
37.56813326387339,100.95629419433031,B
-52.1612426193157,4.182596851614781,A
53.474224442332144,101.40852106815116,B
-51.46906103764777,14.369698282243434,A
85.50310262421591,-59.811244834182176,C
33.21850085496,84.35198792069602,B
73.39619659241552,-28.90209719796973,C
-54.992380845954116,25.55875358148285,A
50.59347026936153,-58.66361025032039,C
-52.53576989702854,-0.35819597471360587,A
-43.376877175545864,-24.320741870833196,A
-39.934595215382714,0.612212363088978,A
-39.14906429185056,23.059451486095462,A
34.54596991568626,108.94416419697177,B
44.929203441313774,110.55133521712129,B
59.42636589812285,98.77534250137536,B
54.867260543828614,105.12819987567526,B
-59.95752272757994,-14.058666189722244,A
68.2670968512044,-35.00909499763789,C
75.69098722067977,-48.9511235532632,C
83.94964971717818,-55.14022680672507,C
49.137231950979626,103.74962373828615,B
77.21205445329386,-57.68176318673684,C
-55.95809731167394,-12.213480301987044,A
91.40149321568836,-51.745689513377336,C
-34.211971021496765,9.518685707693406,A
-44.06169359076202,-0.9881685217234859,A
-50.59820918174707,15.417696769829849,A
82.17155371367909,-29.402797597111974,C
25.8331072292537,81.17588277844477,B
66.67629236228859,-42.65150260594658,C
68.67644174820585,-59.444773258904306,C
81.02325840230569,-46.65254660492802,C
-44.37951003773673,-3.6738751675303076,A
-42.566283622079,3.0569092666009707,A
63.22623512664716,-37.01146954251959,C
26.368491912410107,77.99529278997434,B
45.005564749565536,100.38677099374998,B
39.41101854350839,98.43928882755425,B
-60.44408445420803,-0.10729638209868977,A
69.39580645938707,-32.55735946835431,C
32.606843875209975,99.98655247376801,B
87.79574877187027,-48.351510206774854,C
69.30272227345165,-52.563272397807324,C
-68.70928348655485,12.272245112436437,A
44.8498430717169,102.35950131574913,B
49.76597478908133,107.22846882540955,B
73.37119490584537,-39.23019075666103,C
29.32809827318098,89.20706104905972,B
36.582703559031124,94.43915142987387,B
90.69445009397289,-51.712733478710874,C
56.40826452923158,-52.031225317005884,C
93.49567787646968,-40.35164163998133,C
59.76465562734832,-51.405871290714366,C
-58.723989846259684,21.07458599668456,A
78.5194389907186,-50.382486124318206,C
44.167077282321145,109.28121658232922,B
-41.755845421259906,8.253811873322293,A
68.98616013014163,-39.54400323347514,C
75.39095392233436,-40.655844807036615,C
42.30808219455797,111.68845088302442,B
74.02724667800845,-50.14474183748202,C
30.80930566921996,93.92878865031955,B
-49.04767961318896,2.3552709785920074,A
78.44453393191644,-57.801914716922035,C
56.323758296079816,-56.70115606352013,C
64.75787570524264,-52.428657430294,C
60.06741135417822,-56.974142313425844,C
-38.73625466013965,8.776882526517287,A
-43.259438576742625,11.160672484688238,A
-48.51302268733211,-16.135839693762907,A
-47.56368389514379,8.02229664087384,A
74.97217228352018,-63.33161581947138,C
74.3480116401192,-43.56064251225168,C
44.9264147470497,124.27891641855858,B
-41.39234397873758,10.981086731217587,A
65.98871729968036,-62.957595811060564,C
32.662258092309486,90.35103083885629,B
48.656214552766514,101.12532777583944,B
60.356282474306866,86.97016606104224,B
51.46008427912488,114.67713193607354,B
70.80687043466703,-39.83400619176828,C
55.28604775713053,-63.57222622504975,C
29.461059769063574,110.57234646149854,B
-53.717355843492236,-20.538264114214414,A
21.345483875742005,98.70011285993924,B
-57.886427368397705,4.61653619711385,A
-44.88909674551994,8.360042226536015,A
-50.92755633149382,-0.3349529018961135,A
-56.81684030823016,-0.89637068047482,A
-53.26081497871977,-10.356991950724217,A
72.51762750609288,-37.09564320430625,C
72.6462877350574,-48.791590092048956,C
72.24155997535355,-52.23574509158631,C
22.188199535011883,110.17573965226086,B
40.900194628661694,112.88589753218719,B
42.272559961927676,115.60988496228843,B
63.83286899871077,-55.80801587641848,C
-33.40835324314692,-1.6079751216519467,A
54.464486050584995,100.55485887153804,B
38.50366026222188,98.48671142570038,B
-23.427130804330645,-9.38245977314711,A
-59.62444253503038,27.802311417623315,A
41.33280461987785,108.5053975531121,B
-60.39857582074809,10.164597688287177,A
35.80471900848595,95.20535885445254,B
-47.84346009405043,-0.23272783392739524,A
50.36723100425978,90.8453906081772,B
71.84527811374828,-59.153426604375426,C
55.415219752829884,-53.99966141992833,C
37.01023390084584,103.90238542089003,B
60.630471341431296,-38.04479505655101,C
77.80335697340273,-49.54256710862851,C
59.35393018925386,-56.4290564324146,C
64.0571170434698,-41.300270634452986,C
44.90845450006722,101.98764159637702,B
35.9918457425823,106.82735134221019,B
65.9917884013979,-49.98769286101679,C
38.6535138512538,101.39564650429574,B
49.62796511797646,-42.49417253621829,C
42.691696644729596,104.63437149043334,B
-45.47314811956818,7.987893874429382,A
-53.39913618020197,-2.7056393510786405,A
56.35891712700728,91.59725366117883,B
-45.88260755071172,-8.14217373707604,A
46.63242258340138,90.48414911293557,B
81.36976273467734,-62.588986757441404,C
44.59114620288361,102.82185174396906,B
-50.75301978182585,-3.4771580747783215,A
79.86237683256026,-60.798643827372274,C
76.10737874035384,-50.94142032481557,C
81.50543514538711,-63.0560075763849,C
19.9435883976233,121.11967605209252,B
-56.56915469866837,-5.45615187804545,A
-54.839031003900836,5.988100299063746,A
-58.92687200928841,6.4872775054995095,A
74.9519954903532,-36.71816061955812,C
-45.941608442929756,4.985791444170162,A
22.700292428392927,104.41494343413144,B
73.59388662043783,-40.27917790401207,C
36.223194957649866,101.55918274425495,B
30.945484995838946,102.30633389647215,B
85.26908308004344,-52.93463417096324,C
69.87904102758759,-72.77504714912695,C
45.40172110187578,87.03721962362252,B
45.96228306382343,112.61656736396854,B
36.53730622494134,106.11279206777138,B
77.44464494624584,-36.591345663655915,C
29.426688437832098,89.03575408124482,B
45.824765671749034,95.08743850786509,B
35.045354012780756,90.83377926310548,B
20.129926369175713,123.25079698390445,B
-51.3861673929131,10.746635872557466,A
33.62435710086224,120.96134644797398,B
64.73623812475765,-39.25246563602808,C
-73.3587872235769,-5.081703493117869,A
-42.74471367746491,-7.048879584090085,A
-47.68451702597939,5.404371258161805,A
-41.55078298174002,-4.258015466499901,A
41.78371519874945,99.57377844472825,B
-63.09002552461976,-15.61689481907526,A
75.2629361354175,-65.61501056610203,C
-66.43627482709073,1.4185037045770175,A
31.303919423244757,92.8861070474587,B
51.856745475041876,103.28607251333962,B
-62.17344758104742,-18.26243308127412,A
28.2261242520544,103.84504819973554,B
79.01875687578409,-63.20984821819444,C
65.70199816418874,-40.19761412254935,C
71.0065744863784,-58.3877368774768,C
-52.719333370644705,8.256968077431974,A
68.23421357022809,-50.06003003812088,C
-57.14035114696196,5.099132560380102,A
66.0545399191667,-40.318272754222946,C
52.12251512357049,-48.74637775338773,C
39.92676208421692,108.38135565108594,B
75.06188341982518,-33.191321773858405,C
51.351214024858876,101.60444038631681,B
39.32502563882226,98.68605842333369,B
-48.99508692109099,11.237480889239098,A
47.294690422046806,105.16173651360256,B
51.83588565644506,97.79413860345193,B
69.91131908424536,-37.611817952359885,C
-56.84730283767115,10.376983615596547,A
-51.824614198184236,5.027533476264794,A
47.736951817101954,102.4378128225819,B
39.11157046953512,100.01696781684662,B
49.1127323495283,93.02699835178726,B
-43.32841705194687,-1.026868489116229,A
44.58048330919377,94.02274596746487,B
-41.462881758984295,8.2604304995426,A
-53.95121866160259,-1.2169696608866098,A
41.427721106168526,101.52514507445986,B
41.45343676296715,106.05936289791575,B
50.11501459555027,-44.56007516674415,C
66.32174074258013,-61.0999158616912,C
82.23164020007766,-56.562840951392815,C
-56.808479198523194,-0.7462703304452678,A
-63.439089957558,5.51960179938526,A
58.449256593297676,102.97143790438629,B
-36.651820743588885,-12.8909965779526,A
72.56847045987453,-52.6713428219942,C
33.09033213898656,105.77318990145928,B
67.56262659215889,-70.43671348717388,C
46.01408684367046,101.1076325369925,B
70.90178058206347,-54.35751290665489,C
-42.205989679832435,-7.311418111828928,A
48.639423336303224,104.26302332309092,B
67.24888597719409,-64.89687666526058,C
39.68433748323454,108.17223308127444,B
67.9395860527638,-53.49147812837035,C
40.42332704985487,86.02575054517345,B
-60.2537651559699,14.514269574314042,A
-58.28177376210478,8.659153997068897,A
41.195358489508486,104.36984128954022,B
69.71166595381585,-47.41420462989228,C
57.28751059976612,106.06976619728742,B
39.648295983947,98.91499818495934,B
32.30895185759215,99.29397155820631,B
21.357474227204595,110.26336075008564,B
64.30043534617297,-43.58948678450181,C
82.12274609420268,-45.976053912269606,C
67.99057411739328,-40.639752552061665,C
67.90086581671743,-27.106049771880343,C
-58.39289663496062,7.199041250790276,A
40.03633769797262,109.18795079607554,B
-65.50139322305648,7.003078948960213,A
-48.05673532991818,-21.86362979549241,A
-50.41079122751198,-10.592816400228827,A
75.49588201612988,-57.041601138614254,C
-66.56462378748601,-18.261163567048584,A
-47.18294744701666,6.459672695330277,A
80.03935070899894,-46.83802857708778,C
38.02229990683105,105.99537034583253,B
47.35908765018336,96.28630721814784,B
60.58600167025738,107.29427261991175,B
75.08420711918212,-40.685133082885905,C
42.63286446792863,83.86343956029421,B
63.61827798271834,-49.0981836586691,C
44.61282813367425,113.60506339115719,B
-43.79300631438862,-8.79471407887052,A
-51.03771488549285,14.147423732407585,A
-62.37718329272392,14.795401197361581,A
-56.54438089190054,-5.442263916131784,A
66.97763262873997,-49.2177253176981,C
49.096229047230246,81.18741160223202,B
-40.281126895569756,-13.714102734585271,A
78.41478511207222,-54.10120947001705,C
31.823422455835804,115.20675511230495,B
64.72183726533063,-46.79876858549134,C
39.00483199271306,89.76672846218928,B
59.63592392567375,103.70373963343467,B
-54.9726922839019,-7.690816699912064,A
67.92853505379978,-50.02059977141334,C
66.63652529773508,-46.53695324903031,C
67.38709579623644,-33.38877855614986,C
-40.56537530362807,3.8676055227360955,A
56.212039494334206,104.40476379512405,B
52.79723225537636,-53.40052846519178,C
21.73423721069379,113.3526136285296,B
33.97483763027301,89.79664319176207,B
67.00248660006561,-52.265195668646825,C
69.28424278371266,-40.533918282350285,C
54.65331922805215,96.13492373620996,B
-31.592737648588145,-4.600682867654657,A
37.64069252121389,115.81297223432408,B
73.18899100943979,-41.568563475880325,C
48.35227296043665,107.2416132201189,B
35.85985498875209,92.93415524705485,B
-51.60163948790049,-5.576372920201486,A
44.40702743418053,105.7327601138019,B
30.1744831793109,110.90176116691617,B
31.777886597769577,107.00778958501576,B
41.579812221149076,99.75466768964979,B
35.750694729249346,99.89883883301488,B
51.215257957378014,102.1601510213242,B
64.35715802240743,-41.845684854642315,C
-54.33521542930851,2.008201152817861,A
-51.198095989390254,-6.4720658612934425,A
-48.77358757847611,-5.807960721157114,A
-56.836189401719,1.452743504972992,A
-63.848940954301376,0.6299835620379404,A
-50.67000975291301,8.743656322445505,A
80.1502739075566,-45.358532169376076,C
29.49471912603153,104.28072513921492,B
27.33867799440305,96.93522548095811,B
-40.45589277178061,-1.4322322921343478,A
54.77383896779648,-53.99279421303811,C
-29.40708240581761,6.495989844292306,A
35.433574545543316,97.62995665640449,B
54.7422059280616,88.48637508194321,B
36.41493961756007,103.23108570993844,B
-43.21437288014486,-0.22549500571148406,A
36.35896386596934,98.12887856332691,B
79.7783324090814,-35.84708041434954,C
67.01799058776294,-32.71337760250874,C
-47.04704042548077,-8.731787349164236,A
-78.24860014673459,-3.447059831243374,A
35.78048943861055,114.28455105776274,B
39.377720782666195,108.04980425418276,B
74.12408444514297,-59.832527966870096,C
-59.49698203364976,-2.837620906175698,A
-48.615420829550814,-3.7506045477712413,A
83.70502737457926,-52.106164229075745,C
-65.63541236274071,19.632435770213135,A
75.28171446789848,-28.936143189045033,C
-50.57795965583227,1.5098904984044266,A
